audio,text
./dataset/rickey/rickey_070.mp3,最近，我在一片隐秘树林里众所周知的一角，也就是风景秀美的佩博里岛上的一家豪华酒店度过了一个周末！呵！我就知道，你们现在一定在想：“瑞奇，你变了。” 是的，我承认我善变。我连自己都认不出了。接下来的节目就叫做——镜子的疑问：他们在看啥？
./dataset/rickey/rickey_072.mp3,今日新闻头条：据悉，政府本来以为失而复得的敏感文件，如今又上演了一番 “狸猫换太子”。虽然很遗憾，但至少对方留下了一只狸猫。有可爱的小动物，一点点网络安全漏洞又有什么关系呢？赞一个先。
./dataset/rickey/rickey_074.mp3,这音乐简直太带劲了。要不是因为我是节奏盲，我也想跟着踩鼓点、打节拍。我这个人不仅找不到节拍，还经常搞不清状况，时常两眼一抹黑。我只会一拍到底。这就是我，我就是瑞奇。
./dataset/rickey/rickey_077.mp3,我们县上的年轻人，近来又掀起了一阵 “疯”。他们发起了一个名为“吃不了芝士兜着走” 的挑战。挑战者必须疯狂吃进干酪片，量多者为胜。比赛是一项很不错的社会活动。它将人们聚集在一起，还能让人们大饱芝士口福。
./dataset/rickey/rickey_078.mp3,今天的比赛已接近尾声。但我们的制片人执意要求我参加 “吃不了芝士兜着走” 挑战，不然就不让我下班。那就来吧，音乐走起！[瑞奇开始埋头猛吃干酪片]我吃了十六个！你也来试试吧！我是瑞奇 · 霍桑。下次见。
./dataset/rickey/rickey_080.mp3,双点广播电台主持人瑞奇 · 霍桑为您采集了海浪的声音。来听听接下来这首歌吧。我去把鞋子里的石子倒出来。
./dataset/rickey/rickey_082.mp3,双点广播电台突发事件。多事湾动物园一名工作人员不慎跌入长臂猿生活区。据悉，该名工作人员暂时没有紧急危险。动物园管理人员正在就释放其雇员与长臂猿进行交涉。
./dataset/rickey/rickey_084.mp3,经常有人问我，如果我没有进入主持人行业，我会做什么呢？小时候，我梦想成为一名间谍！没错，我非常向往参与跨国阴谋，以及用县里的公款在深夜吃吃喝喝的生活。遗憾的是，间谍必须以窃窃私语的方式进行交谈，这一点我做不到。像我这样声调平稳、字正腔圆的谈吐并不适合传递情报。
./dataset/rickey/rickey_086.mp3,“动物园工作人员跌入长臂猿生活区” 的事件有了最新进展。据知情人士透露，该名雇员在长臂猿的社群中地位越来越高。这可就有点厉害了。暂时无人置评长臂猿到底是什么动物…… 据我猜测，它们属于某种两栖猫科动物，长着一身柔顺的皮毛，嘴边长着胡须，还有一根粗大的毛尾巴。完美。
./dataset/rickey/rickey_088.mp3,我们非常荣幸能邀请到佩博里青蛙保护区的哈米什 · 克利珀斯教授。教授告诉我说，长臂猿跟两栖猫科动物没有任何关系。哈米什，能给我们解释一下吗？教授是的，瑞奇。长臂猿是陆生哺乳动物。跟我们人类一样，属于类人猿动物。它们有着十分长的手臂。瑞奇您说类人猿？今天真是涨知识了啊！感谢教授做客我们的节目。我最喜欢别人当面指出我的错误了，特别是在直播的时候。
./dataset/rickey/rickey_090.mp3,大厨老瑞，今日小吃。面包屑在各大超市、家庭网店均有销售。但要遵循古法自行制作，就必须再多说一二：将一块完整的面包对准砖墙用力扔出，直至面包消散成新鲜细脆、若有若无的碎屑。古法面包屑的制成需耗费数个小时，但绝对值得。
./dataset/rickey/rickey_092.mp3,突发事件，“长臂猿生活区” 事件意外反转。人们最初以为这名动物园工作人员会败给那些矮小的类人猿动物，但出人意料的是，此人居然当上了长臂猿的首领。该工作人员表示，他逐渐地爱上了这些长臂猿。他喜欢它们的生活方式以及它们比例失调的手臂。因此根据我的想象，该名工作人员放弃了动物园工作，转而…… 把动物园当家了。这也不失为一个不错的选择，至少可以无视早高峰的存在。我是瑞奇 · 霍桑…… 晚安！
./dataset/rickey/rickey_094.mp3,您正在收听的是双点广播电台，您耳朵的幸福归宿。今天我们为大家准备了一档妙趣横生的精彩节目。在进入今天的重头戏之前，先让我们享受一场听觉盛宴。进音乐，我们马上回来。
./dataset/rickey/rickey_096.mp3,在今日播报新闻时，我貌似坐在了什么尖锐物品上面。目前，该物是何物以及该物可能造成的伤害有待进一步调查。我们会为您及时播报进展。[对录制助理说] 找到了吗？扎进肉里了吗？不会真的扎进肉里了吧？
./dataset/rickey/rickey_098.mp3,没想到，早些时候，我坐在了昨天午餐里的冬青上。但想要尝鲜，就要承担与之并存的风险。这次意外不会让我放弃冬青。这不是我第一次坐在冬青上，也不会是最后一次。
./dataset/rickey/rickey_100.mp3,双点广播电台，伴您稳健出行。我是瑞奇 · 霍桑。现在为您报时…… 现在几点了？没人知道吗？我本想在演播室放个日晷，可他们偏说我会后悔，还跟我说什么：“演播室没有窗户啊！” 真是好笑。一首丝滑小曲之后，敬请收听更多没有时间的节目。
./dataset/rickey/rickey_102.mp3,大厨老瑞，今日小吃。水煮鸡蛋，无人不爱，但如果是在路上吃呢？设想一下，在一动不动的车流中，敲开一个水煮蛋，专属享受，好生惬意啊。鸡蛋，众所周知，是有皮的，或者叫壳。这层外套可以保护鸡蛋的人身安全。现在，我口袋里就有两个水煮蛋。来一个吧。
./dataset/rickey/rickey_104.mp3,我刚刚吃了一个口袋鸡蛋，你呢？下次去读书会的时候我得记着带上几个水煮蛋。你没有听错，我从几岁起就开始参加读书会了。这是我第五次尝试阅读《下里巴吟游诗人》，那是县城有史以来第一批书籍中的一本。古语是非常晦涩的语言，事实上，我觉得书里唯一和现在相像的词只有 “下里巴” 和“吟游诗人”。你以为光这样就够用了，其实差得远呢！
./dataset/rickey/rickey_106.mp3,问答时间到。本周，我们的问题是：“什么乐器最好玩？” 我们收到了一些非常有创意的回答，其中有很多无法在直播中与大家分享。你们这些家伙，可真淘气！咚咚咚，是谁呀？答案是，谁？答案就是…… 长号！哈哈，太搞笑了。下期节目再见，拜拜，再会，晚安，拜。
